seed,w,stage,concordance_selfref_at_stage_start,jaccard_A_at_stage_start,agree_frontier_label,agree_past_label,agree_core_label,n_nodes,symdiff_nodes_AB,trunk_common
26,5,1,0.8,0.6,0.6875,1.0,1.0,68,0,1
26,5,2,0.8260869565217391,0.6666666666666666,0.5882352941176471,1.0,1.0,73,0,1
26,5,3,0.8333333333333334,0.6666666666666666,0.6470588235294118,1.0,1.0,75,0,1
26,5,4,0.875,0.7272727272727273,0.625,1.0,1.0,76,0,1
26,5,5,0.875,0.7,0.6666666666666666,1.0,1.0,77,0,1
26,5,6,0.8888888888888888,0.75,0.7058823529411765,1.0,1.0,81,0,1
26,5,7,0.9,0.8,0.5789473684210527,1.0,1.0,85,0,1
26,5,8,0.9117647058823529,0.8421052631578947,0.55,1.0,1.0,92,0,1
26,5,9,0.9166666666666666,0.8333333333333334,0.631578947368421,1.0,1.0,97,0,1
26,5,10,0.918918918918919,0.8333333333333334,0.5789473684210527,1.0,1.0,99,0,1
26,5,11,0.9210526315789473,0.8421052631578947,0.5789473684210527,1.0,1.0,101,0,1
26,5,12,0.9473684210526315,0.8888888888888888,0.5,1.0,1.0,102,0,1
26,5,13,1.0,1.0,0.5263157894736842,1.0,1.0,107,0,1
27,5,0,0.7333333333333333,0.3333333333333333,0.7142857142857143,1.0,1.0,60,0,1
27,5,1,0.8181818181818182,0.6923076923076923,0.5555555555555556,1.0,1.0,70,0,1
27,5,2,0.9444444444444444,0.9090909090909091,0.4,1.0,1.0,91,0,1
27,5,3,0.95,0.9130434782608695,0.36,1.0,1.0,99,0,1
27,5,4,0.9772727272727273,0.96,0.37037037037037035,1.0,1.0,105,0,1
27,5,5,0.9782608695652174,0.96,0.3333333333333333,1.0,1.0,109,0,1
27,5,6,0.9787234042553191,0.9583333333333334,0.38461538461538464,1.0,1.0,112,0,1
27,5,7,0.9791666666666666,0.9583333333333334,0.3076923076923077,1.0,1.0,114,0,1
27,5,8,0.98,0.96,0.37037037037037035,1.0,1.0,117,0,1
27,5,9,1.0,1.0,0.43333333333333335,1.0,1.0,122,0,1
27,5,10,1.0,1.0,0.41935483870967744,1.0,1.0,125,0,1
27,5,11,1.0,1.0,0.3793103448275862,1.0,1.0,127,0,1
27,5,12,1.0,1.0,0.41379310344827586,1.0,1.0,129,0,1
27,5,13,1.0,1.0,0.4,1.0,1.0,132,0,1
28,5,0,1.0,1.0,0.8571428571428571,1.0,1.0,60,0,1
28,5,1,0.9047619047619048,0.8333333333333334,0.5294117647058824,1.0,1.0,69,0,1
28,5,2,1.0,1.0,0.631578947368421,1.0,1.0,81,0,1
28,5,3,1.0,1.0,0.5,1.0,1.0,92,0,1
28,5,4,1.0,1.0,0.5555555555555556,1.0,1.0,98,0,1
28,5,5,1.0,1.0,0.47058823529411764,1.0,1.0,103,0,1
28,5,6,1.0,1.0,0.47058823529411764,1.0,1.0,105,0,1
28,5,7,1.0,1.0,0.3888888888888889,1.0,1.0,108,0,1
28,5,8,1.0,1.0,0.3888888888888889,1.0,1.0,110,0,1
28,5,9,1.0,1.0,0.5,1.0,1.0,114,0,1
28,5,10,1.0,1.0,0.42857142857142855,1.0,1.0,117,0,1
28,5,11,1.0,1.0,0.45,1.0,1.0,118,0,1
28,5,12,1.0,1.0,0.47368421052631576,1.0,1.0,119,0,1
28,5,13,1.0,1.0,0.47619047619047616,1.0,1.0,123,0,1
29,5,0,0.7333333333333333,0.2,0.42857142857142855,1.0,1.0,60,0,1
29,5,1,0.8823529411764706,0.6,0.46153846153846156,1.0,1.0,65,0,1
29,5,2,0.8823529411764706,0.6,0.4166666666666667,1.0,1.0,66,0,1
29,5,3,0.8823529411764706,0.5,0.45454545454545453,1.0,1.0,67,0,1
29,5,4,0.9,0.7142857142857143,0.46153846153846156,1.0,1.0,71,0,1
29,5,5,0.92,0.8181818181818182,0.26666666666666666,1.0,1.0,79,0,1
29,5,6,0.9285714285714286,0.8333333333333334,0.375,1.0,1.0,84,0,1
29,5,7,0.9310344827586207,0.8333333333333334,0.3125,1.0,1.0,86,0,1
29,5,8,0.9333333333333333,0.8333333333333334,0.375,1.0,1.0,88,0,1
29,5,9,0.9375,0.8461538461538461,0.35294117647058826,1.0,1.0,91,0,1
29,5,10,0.9411764705882353,0.8571428571428571,0.3333333333333333,1.0,1.0,94,0,1
29,5,11,0.9428571428571428,0.8571428571428571,0.3888888888888889,1.0,1.0,96,0,1
29,5,12,0.9428571428571428,0.8461538461538461,0.4117647058823529,1.0,1.0,97,0,1
29,5,13,0.9444444444444444,0.8461538461538461,0.4117647058823529,1.0,1.0,99,0,1
30,5,0,0.6,0.14285714285714285,0.7142857142857143,1.0,1.0,60,0,1
30,5,1,0.9375,0.6666666666666666,0.8571428571428571,1.0,1.0,62,0,1
30,5,2,0.9565217391304348,0.9,0.6875,1.0,1.0,74,0,1
30,5,3,1.0,1.0,0.6086956521739131,1.0,1.0,95,0,1
30,5,4,1.0,1.0,0.4444444444444444,1.0,1.0,113,0,1
30,5,5,1.0,1.0,0.5172413793103449,1.0,1.0,127,0,1
30,5,6,1.0,1.0,0.5483870967741935,1.0,1.0,137,0,1
30,5,7,1.0,1.0,0.5161290322580645,1.0,1.0,139,0,1
30,5,8,1.0,1.0,0.5,1.0,1.0,140,0,1
30,5,9,1.0,1.0,0.4827586206896552,1.0,1.0,141,0,1
30,5,10,1.0,1.0,0.5,1.0,1.0,142,0,1
30,5,11,1.0,1.0,0.4482758620689655,1.0,1.0,145,0,1
30,5,12,1.0,1.0,0.43333333333333335,1.0,1.0,148,0,1
30,5,13,1.0,1.0,0.4482758620689655,1.0,1.0,149,0,1
31,5,0,0.7333333333333333,0.5,0.5714285714285714,nan,nan,60,0,1
31,5,1,0.7619047619047619,0.6153846153846154,0.5882352941176471,1.0,1.0,69,0,1
31,5,2,0.782608695652174,0.6153846153846154,0.5625,1.0,1.0,74,0,1
31,5,3,1.0,1.0,0.7058823529411765,1.0,1.0,77,0,1
31,5,4,1.0,1.0,0.7777777777777778,1.0,1.0,82,0,1
31,5,5,1.0,1.0,0.7777777777777778,1.0,1.0,84,0,1
31,5,6,1.0,1.0,0.8,1.0,1.0,88,0,1
31,5,7,1.0,1.0,0.7142857142857143,1.0,1.0,91,0,1
31,5,8,1.0,1.0,0.7,1.0,1.0,92,0,1
31,5,9,1.0,1.0,0.6363636363636364,1.0,1.0,96,0,1
31,5,10,1.0,1.0,0.5714285714285714,1.0,1.0,101,0,1
31,5,11,1.0,1.0,0.5652173913043478,1.0,1.0,109,0,1
31,5,12,1.0,1.0,0.5652173913043478,1.0,1.0,111,0,1
31,5,13,1.0,1.0,0.48,1.0,1.0,115,0,1
0,6,0,0.8,0.5714285714285714,0.21428571428571427,nan,nan,60,0,1
0,6,1,0.9615384615384616,0.9333333333333333,0.42105263157894735,1.0,1.0,77,0,1
0,6,2,0.967741935483871,0.9375,0.4444444444444444,1.0,1.0,88,0,1
0,6,3,1.0,1.0,0.5,1.0,1.0,96,0,1
0,6,4,1.0,1.0,0.5555555555555556,1.0,1.0,100,0,1
0,6,5,1.0,1.0,0.6111111111111112,1.0,1.0,102,0,1
0,6,6,1.0,1.0,0.5555555555555556,1.0,1.0,104,0,1
0,6,7,1.0,1.0,0.45,1.0,1.0,108,0,1
0,6,8,1.0,1.0,0.5,1.0,1.0,110,0,1
0,6,9,1.0,1.0,0.45,1.0,1.0,112,0,1
0,6,10,1.0,1.0,0.42105263157894735,1.0,1.0,113,0,1
0,6,11,1.0,1.0,0.42105263157894735,1.0,1.0,115,0,1
0,6,12,1.0,1.0,0.42105263157894735,1.0,1.0,117,0,1
0,6,13,1.0,1.0,0.3684210526315789,1.0,1.0,119,0,1
1,6,0,0.8,0.4,0.35714285714285715,nan,nan,60,0,1
1,6,1,0.8125,0.5,0.2857142857142857,1.0,1.0,62,0,1
1,6,2,0.9,0.7777777777777778,0.4,1.0,1.0,69,0,1
1,6,3,1.0,1.0,0.5333333333333333,1.0,1.0,85,0,1
1,6,4,1.0,1.0,0.6875,1.0,1.0,96,0,1
1,6,5,1.0,1.0,0.6666666666666666,1.0,1.0,102,0,1
1,6,6,1.0,1.0,0.6363636363636364,1.0,1.0,103,0,1
1,6,7,1.0,1.0,0.6,1.0,1.0,104,0,1
1,6,8,1.0,1.0,0.7272727272727273,1.0,1.0,107,0,1
1,6,9,1.0,1.0,0.6363636363636364,1.0,1.0,109,0,1
1,6,10,1.0,1.0,0.6666666666666666,1.0,1.0,112,0,1
1,6,11,1.0,1.0,0.5833333333333334,1.0,1.0,114,0,1
1,6,12,1.0,1.0,0.6153846153846154,1.0,1.0,117,0,1
1,6,13,1.0,1.0,0.5833333333333334,1.0,1.0,118,0,1
2,6,0,0.8,0.5714285714285714,0.5,1.0,1.0,60,0,1
2,6,1,0.8260869565217391,0.7142857142857143,0.4444444444444444,1.0,1.0,72,0,1
2,6,2,0.9696969696969697,0.9545454545454546,0.4166666666666667,1.0,1.0,86,0,1
2,6,3,0.975,0.9583333333333334,0.36,1.0,1.0,99,0,1
2,6,4,0.9787234042553191,0.9629629629629629,0.4642857142857143,1.0,1.0,110,0,1
2,6,5,0.98,0.9642857142857143,0.4482758620689655,1.0,1.0,115,0,1
2,6,6,0.9807692307692307,0.9655172413793104,0.4666666666666667,1.0,1.0,118,0,1
2,6,7,0.9807692307692307,0.9642857142857143,0.4827586206896552,1.0,1.0,119,0,1
2,6,8,0.9818181818181818,0.967741935483871,0.5483870967741935,1.0,1.0,123,0,1
2,6,9,1.0,1.0,0.4838709677419355,1.0,1.0,127,0,1
2,6,10,1.0,1.0,0.5483870967741935,1.0,1.0,131,0,1
2,6,11,1.0,1.0,0.5625,1.0,1.0,136,0,1
2,6,12,1.0,1.0,0.5483870967741935,1.0,1.0,137,0,1
2,6,13,1.0,1.0,0.53125,1.0,1.0,140,0,1
3,6,0,0.7333333333333333,0.3333333333333333,0.5714285714285714,nan,nan,60,0,1
3,6,1,0.8235294117647058,0.5714285714285714,0.7333333333333333,1.0,1.0,63,0,1
3,6,2,0.8846153846153846,0.8125,0.5714285714285714,1.0,1.0,75,0,1
3,6,3,0.9,0.8333333333333334,0.5909090909090909,1.0,1.0,82,0,1
3,6,4,0.9166666666666666,0.8421052631578947,0.6086956521739131,1.0,1.0,93,0,1
3,6,5,0.925,0.85,0.625,1.0,1.0,100,0,1
3,6,6,0.9302325581395349,0.85,0.625,1.0,1.0,106,0,1
3,6,7,0.9347826086956522,0.8571428571428571,0.72,1.0,1.0,111,0,1
3,6,8,0.9375,0.8636363636363636,0.6153846153846154,1.0,1.0,114,0,1
3,6,9,0.94,0.875,0.6296296296296297,1.0,1.0,117,0,1
3,6,10,0.9230769230769231,0.84,0.6071428571428571,1.0,1.0,120,0,1
3,6,11,1.0,1.0,0.5,1.0,1.0,138,0,1
3,6,12,1.0,1.0,0.5,1.0,1.0,142,0,1
3,6,13,1.0,1.0,0.4473684210526316,1.0,1.0,148,0,1
4,6,0,0.4,0.18181818181818182,0.35714285714285715,nan,nan,60,0,1
4,6,1,0.7272727272727273,0.6,0.3888888888888889,1.0,1.0,70,0,1
4,6,2,0.782608695652174,0.6666666666666666,0.3888888888888889,1.0,1.0,72,0,1
4,6,3,0.88,0.8,0.4117647058823529,1.0,1.0,77,0,1
4,6,4,0.96875,0.9444444444444444,0.7,1.0,1.0,88,0,1
4,6,5,1.0,1.0,0.5,1.0,1.0,100,0,1
4,6,6,1.0,1.0,0.5,1.0,1.0,104,0,1
4,6,7,1.0,1.0,0.5,1.0,1.0,106,0,1
4,6,8,1.0,1.0,0.45,1.0,1.0,108,0,1
4,6,9,1.0,1.0,0.45,1.0,1.0,110,0,1
4,6,10,1.0,1.0,0.4166666666666667,1.0,1.0,116,0,1
4,6,11,1.0,1.0,0.4583333333333333,1.0,1.0,118,0,1
4,6,12,1.0,1.0,0.44,1.0,1.0,121,0,1
4,6,13,1.0,1.0,0.5,1.0,1.0,124,0,1
5,6,0,0.6,0.4,0.2857142857142857,nan,nan,60,0,1
5,6,1,0.6,0.3333333333333333,0.3076923076923077,1.0,1.0,61,0,1
5,6,2,0.6,0.25,0.3333333333333333,1.0,1.0,62,0,1
5,6,3,0.7058823529411765,0.2857142857142857,0.5454545454545454,1.0,1.0,67,0,1
5,6,4,0.85,0.625,0.5454545454545454,1.0,1.0,73,0,1
5,6,5,0.8181818181818182,0.5555555555555556,0.45454545454545453,1.0,1.0,77,0,1
5,6,6,0.9166666666666666,0.7142857142857143,0.8,1.0,1.0,82,0,1
5,6,7,0.9230769230769231,0.75,0.6,1.0,1.0,86,0,1
5,6,8,0.9642857142857143,0.8888888888888888,0.6363636363636364,1.0,1.0,89,0,1
5,6,9,1.0,1.0,0.5454545454545454,1.0,1.0,91,0,1
5,6,10,1.0,1.0,0.46153846153846156,1.0,1.0,95,0,1
5,6,11,1.0,1.0,0.4166666666666667,1.0,1.0,96,0,1
5,6,12,1.0,1.0,0.4166666666666667,1.0,1.0,98,0,1
5,6,13,1.0,1.0,0.46153846153846156,1.0,1.0,101,0,1
6,6,0,0.7333333333333333,0.5,0.5714285714285714,1.0,1.0,60,0,1
6,6,1,0.8823529411764706,0.75,0.5833333333333334,1.0,1.0,66,0,1
6,6,2,0.8636363636363636,0.7272727272727273,0.5,1.0,1.0,76,0,1
6,6,3,0.967741935483871,0.9333333333333333,0.625,1.0,1.0,90,0,1
6,6,4,1.0,1.0,0.5555555555555556,1.0,1.0,102,0,1
6,6,5,1.0,1.0,0.5714285714285714,1.0,1.0,113,0,1
6,6,6,1.0,1.0,0.5789473684210527,1.0,1.0,125,0,1
6,6,7,1.0,1.0,0.6190476190476191,1.0,1.0,135,0,1
6,6,8,1.0,1.0,0.5714285714285714,1.0,1.0,143,0,1
6,6,9,1.0,1.0,0.5652173913043478,1.0,1.0,149,0,1
6,6,10,1.0,1.0,0.52,1.0,1.0,157,0,1
6,6,11,1.0,1.0,0.5217391304347826,1.0,1.0,159,0,1
6,6,12,1.0,1.0,0.52,1.0,1.0,163,0,1
6,6,13,1.0,1.0,0.5,1.0,1.0,164,0,1
7,6,0,0.6666666666666666,0.16666666666666666,0.7142857142857143,1.0,1.0,60,0,1
7,6,1,1.0,1.0,0.7142857142857143,1.0,1.0,66,0,1
7,6,2,1.0,1.0,0.6363636363636364,1.0,1.0,73,0,1
7,6,3,1.0,1.0,0.6,1.0,1.0,87,0,1
7,6,4,1.0,1.0,0.5714285714285714,1.0,1.0,100,0,1
7,6,5,1.0,1.0,0.5,1.0,1.0,110,0,1
7,6,6,1.0,1.0,0.5714285714285714,1.0,1.0,112,0,1
7,6,7,1.0,1.0,0.5333333333333333,1.0,1.0,115,0,1
7,6,8,1.0,1.0,0.4666666666666667,1.0,1.0,117,0,1
7,6,9,1.0,1.0,0.5,1.0,1.0,118,0,1
7,6,10,1.0,1.0,0.4666666666666667,1.0,1.0,121,0,1
7,6,11,1.0,1.0,0.4666666666666667,1.0,1.0,123,0,1
7,6,12,1.0,1.0,0.4666666666666667,1.0,1.0,125,0,1
7,6,13,1.0,1.0,0.5,1.0,1.0,128,0,1
8,6,0,0.8,0.4,0.35714285714285715,nan,nan,60,0,1
8,6,1,0.8333333333333334,0.625,0.4666666666666667,1.0,1.0,65,0,1
8,6,2,0.8695652173913043,0.7272727272727273,0.5,1.0,1.0,74,0,1
8,6,3,0.7857142857142857,0.625,0.375,1.0,1.0,84,0,1
8,6,4,1.0,1.0,0.5333333333333333,1.0,1.0,89,0,1
8,6,5,1.0,1.0,0.4,1.0,1.0,95,0,1
8,6,6,1.0,1.0,0.3125,1.0,1.0,100,0,1
8,6,7,1.0,1.0,0.3333333333333333,1.0,1.0,103,0,1
8,6,8,1.0,1.0,0.35714285714285715,1.0,1.0,104,0,1
8,6,9,1.0,1.0,0.4666666666666667,1.0,1.0,107,0,1
8,6,10,1.0,1.0,0.4,1.0,1.0,109,0,1
8,6,11,1.0,1.0,0.35714285714285715,1.0,1.0,110,0,1
8,6,12,1.0,1.0,0.38461538461538464,1.0,1.0,111,0,1
8,6,13,1.0,1.0,0.4166666666666667,1.0,1.0,112,0,1
9,6,0,0.6666666666666666,0.5,0.2857142857142857,nan,nan,60,0,1
9,6,1,0.8636363636363636,0.8125,0.4117647058823529,1.0,1.0,71,0,1
9,6,2,0.8181818181818182,0.7142857142857143,0.4,1.0,1.0,73,0,1
9,6,3,0.8636363636363636,0.75,0.25,1.0,1.0,76,0,1
9,6,4,1.0,1.0,0.45454545454545453,1.0,1.0,77,0,1
9,6,5,1.0,1.0,0.5,1.0,1.0,80,0,1
9,6,6,1.0,1.0,0.5833333333333334,1.0,1.0,82,0,1
9,6,7,1.0,1.0,0.6666666666666666,1.0,1.0,84,0,1
9,6,8,1.0,1.0,0.6666666666666666,1.0,1.0,86,0,1
9,6,9,0.9629629629629629,0.875,0.7272727272727273,1.0,1.0,87,0,1
9,6,10,1.0,1.0,0.5833333333333334,1.0,1.0,96,0,1
9,6,11,1.0,1.0,0.5454545454545454,1.0,1.0,97,0,1
9,6,12,1.0,1.0,0.6,1.0,1.0,98,0,1
9,6,13,1.0,1.0,0.5555555555555556,1.0,1.0,99,0,1
10,6,0,0.4666666666666667,0.3333333333333333,0.6428571428571429,1.0,1.0,60,0,1
10,6,1,0.375,0.16666666666666666,0.6428571428571429,1.0,1.0,62,0,1
10,6,2,0.6666666666666666,0.4,0.6428571428571429,1.0,1.0,66,0,1
10,6,3,0.6666666666666666,0.4166666666666667,0.625,1.0,1.0,70,0,1
10,6,4,0.7272727272727273,0.5,0.6875,1.0,1.0,72,0,1
10,6,5,0.782608695652174,0.5454545454545454,0.625,1.0,1.0,74,0,1
10,6,6,1.0,1.0,0.7058823529411765,1.0,1.0,87,0,1
10,6,7,1.0,1.0,0.6086956521739131,1.0,1.0,105,0,1
10,6,8,1.0,1.0,0.6206896551724138,1.0,1.0,121,0,1
10,6,9,1.0,1.0,0.6,1.0,1.0,130,0,1
10,6,10,1.0,1.0,0.5625,1.0,1.0,138,0,1
10,6,11,1.0,1.0,0.53125,1.0,1.0,146,0,1
10,6,12,1.0,1.0,0.5483870967741935,1.0,1.0,149,0,1
10,6,13,1.0,1.0,0.5454545454545454,1.0,1.0,153,0,1
11,6,0,0.8,0.625,0.5714285714285714,1.0,1.0,60,0,1
11,6,1,0.8,0.5714285714285714,0.5384615384615384,1.0,1.0,61,0,1
11,6,2,0.75,0.42857142857142855,0.5384615384615384,1.0,1.0,63,0,1
11,6,3,0.8947368421052632,0.75,0.5384615384615384,1.0,1.0,69,0,1
11,6,4,0.9523809523809523,0.875,0.6923076923076923,1.0,1.0,73,0,1
11,6,5,0.9523809523809523,0.8571428571428571,0.8333333333333334,1.0,1.0,74,0,1
11,6,6,0.9545454545454546,0.8571428571428571,0.8333333333333334,1.0,1.0,76,0,1
11,6,7,0.9583333333333334,0.875,0.8461538461538461,1.0,1.0,79,0,1
11,6,8,1.0,1.0,0.8571428571428571,1.0,1.0,82,0,1
11,6,9,1.0,1.0,0.6875,1.0,1.0,88,0,1
11,6,10,1.0,1.0,0.6666666666666666,1.0,1.0,89,0,1
11,6,11,1.0,1.0,0.625,1.0,1.0,92,0,1
11,6,12,1.0,1.0,0.5625,1.0,1.0,94,0,1
11,6,13,1.0,1.0,0.5333333333333333,1.0,1.0,95,0,1
12,6,0,0.7333333333333333,0.6,0.35714285714285715,nan,nan,60,0,1
12,6,1,0.9583333333333334,0.9,0.6875,1.0,1.0,76,0,1
12,6,2,1.0,1.0,0.5789473684210527,1.0,1.0,95,0,1
12,6,3,1.0,1.0,0.7,1.0,1.0,104,0,1
12,6,4,1.0,1.0,0.6666666666666666,1.0,1.0,109,0,1
12,6,5,1.0,1.0,0.6818181818181818,1.0,1.0,112,0,1
12,6,6,1.0,1.0,0.6818181818181818,1.0,1.0,114,0,1
12,6,7,1.0,1.0,0.68,1.0,1.0,119,0,1
12,6,8,1.0,1.0,0.6666666666666666,1.0,1.0,122,0,1
12,6,9,1.0,1.0,0.6521739130434783,1.0,1.0,123,0,1
12,6,10,1.0,1.0,0.6818181818181818,1.0,1.0,124,0,1
12,6,11,1.0,1.0,0.6956521739130435,1.0,1.0,127,0,1
12,6,12,1.0,1.0,0.6956521739130435,1.0,1.0,129,0,1
12,6,13,1.0,1.0,0.6666666666666666,1.0,1.0,132,0,1
13,6,0,0.6666666666666666,0.2857142857142857,0.7857142857142857,nan,nan,60,0,1
13,6,1,1.0,1.0,0.875,1.0,1.0,68,0,1
13,6,2,1.0,1.0,0.875,1.0,1.0,70,0,1
13,6,3,1.0,1.0,0.9333333333333333,1.0,1.0,71,0,1
13,6,4,1.0,1.0,0.9285714285714286,1.0,1.0,72,0,1
13,6,5,1.0,1.0,0.7647058823529411,1.0,1.0,79,0,1
13,6,6,1.0,1.0,0.6666666666666666,1.0,1.0,85,0,1
13,6,7,1.0,1.0,0.6666666666666666,1.0,1.0,92,0,1
13,6,8,1.0,1.0,0.6538461538461539,1.0,1.0,98,0,1
13,6,9,1.0,1.0,0.6538461538461539,1.0,1.0,102,0,1
13,6,10,1.0,1.0,0.64,1.0,1.0,103,0,1
13,6,11,1.0,1.0,0.5555555555555556,1.0,1.0,115,0,1
13,6,12,1.0,1.0,0.4666666666666667,1.0,1.0,122,0,1
13,6,13,1.0,1.0,0.5428571428571428,1.0,1.0,133,0,1
14,6,0,0.8,0.7,0.6428571428571429,1.0,1.0,60,0,1
14,6,1,0.8333333333333334,0.75,0.5714285714285714,1.0,1.0,66,0,1
14,6,2,0.8636363636363636,0.8,0.625,1.0,1.0,72,0,1
14,6,3,0.875,0.7272727272727273,0.6,1.0,1.0,77,0,1
14,6,4,0.8928571428571429,0.7857142857142857,0.5555555555555556,1.0,1.0,82,0,1
14,6,5,0.896551724137931,0.7857142857142857,0.5555555555555556,1.0,1.0,84,0,1
14,6,6,1.0,1.0,0.7222222222222222,1.0,1.0,86,0,1
14,6,7,1.0,1.0,0.6111111111111112,1.0,1.0,92,0,1
14,6,8,1.0,1.0,0.5416666666666666,1.0,1.0,104,0,1
14,6,9,1.0,1.0,0.46153846153846156,1.0,1.0,110,0,1
14,6,10,1.0,1.0,0.5555555555555556,1.0,1.0,117,0,1
14,6,11,1.0,1.0,0.5172413793103449,1.0,1.0,125,0,1
14,6,12,1.0,1.0,0.5862068965517241,1.0,1.0,131,0,1
14,6,13,1.0,1.0,0.5714285714285714,1.0,1.0,132,0,1
15,6,0,0.8,0.25,0.7142857142857143,1.0,1.0,60,0,1
15,6,1,0.9375,0.75,0.7857142857142857,1.0,1.0,62,0,1
15,6,2,1.0,1.0,0.6666666666666666,1.0,1.0,69,0,1
15,6,3,1.0,1.0,0.5625,1.0,1.0,82,0,1
15,6,4,1.0,1.0,0.6190476190476191,1.0,1.0,97,0,1
15,6,5,1.0,1.0,0.6190476190476191,1.0,1.0,101,0,1
15,6,6,1.0,1.0,0.65,1.0,1.0,102,0,1
15,6,7,1.0,1.0,0.631578947368421,1.0,1.0,103,0,1
15,6,8,1.0,1.0,0.65,1.0,1.0,108,0,1
15,6,9,1.0,1.0,0.5909090909090909,1.0,1.0,112,0,1
15,6,10,1.0,1.0,0.5714285714285714,1.0,1.0,113,0,1
15,6,11,1.0,1.0,0.6,1.0,1.0,114,0,1
15,6,12,1.0,1.0,0.65,1.0,1.0,116,0,1
15,6,13,1.0,1.0,0.65,1.0,1.0,118,0,1
16,6,0,0.5333333333333333,0.2222222222222222,0.5714285714285714,nan,nan,60,0,1
16,6,1,0.625,0.3333333333333333,0.5714285714285714,1.0,1.0,62,0,1
16,6,2,0.6666666666666666,0.45454545454545453,0.5333333333333333,1.0,1.0,65,0,1
16,6,3,0.75,0.5833333333333334,0.5,1.0,1.0,68,0,1
16,6,4,0.8181818181818182,0.6923076923076923,0.47058823529411764,1.0,1.0,71,0,1
16,6,5,0.8260869565217391,0.6923076923076923,0.47058823529411764,1.0,1.0,73,0,1
16,6,6,0.8461538461538461,0.7333333333333333,0.42105263157894735,1.0,1.0,77,0,1
16,6,7,0.8888888888888888,0.8,0.42105263157894735,1.0,1.0,79,0,1
16,6,8,0.9655172413793104,0.9333333333333333,0.47368421052631576,1.0,1.0,83,0,1
16,6,9,0.9761904761904762,0.9629629629629629,0.48148148148148145,1.0,1.0,101,0,1
16,6,10,1.0,1.0,0.52,1.0,1.0,107,0,1
16,6,11,1.0,1.0,0.5555555555555556,1.0,1.0,111,0,1
16,6,12,1.0,1.0,0.5185185185185185,1.0,1.0,115,0,1
16,6,13,1.0,1.0,0.48,1.0,1.0,117,0,1
17,6,0,0.8,0.5,0.6428571428571429,nan,nan,60,0,1
17,6,1,1.0,1.0,0.375,1.0,1.0,74,0,1
17,6,2,1.0,1.0,0.45,1.0,1.0,88,0,1
17,6,3,1.0,1.0,0.42105263157894735,1.0,1.0,95,0,1
17,6,4,1.0,1.0,0.42105263157894735,1.0,1.0,97,0,1
17,6,5,0.9487179487179487,0.9,0.42857142857142855,1.0,1.0,101,0,1
17,6,6,1.0,1.0,0.5714285714285714,1.0,1.0,103,0,1
17,6,7,1.0,1.0,0.5909090909090909,1.0,1.0,106,0,1
17,6,8,1.0,1.0,0.52,1.0,1.0,111,0,1
17,6,9,1.0,1.0,0.5652173913043478,1.0,1.0,113,0,1
17,6,10,1.0,1.0,0.5,1.0,1.0,116,0,1
17,6,11,1.0,1.0,0.5,1.0,1.0,118,0,1
17,6,12,1.0,1.0,0.5416666666666666,1.0,1.0,120,0,1
17,6,13,1.0,1.0,0.5652173913043478,1.0,1.0,121,0,1
18,6,0,0.5333333333333333,0.36363636363636365,0.42857142857142855,nan,nan,60,0,1
18,6,1,0.7368421052631579,0.5833333333333334,0.6,1.0,1.0,67,0,1
18,6,2,0.9565217391304348,0.9166666666666666,0.5333333333333333,1.0,1.0,75,0,1
18,6,3,0.8571428571428571,0.7333333333333333,0.4375,1.0,1.0,84,0,1
18,6,4,0.9473684210526315,0.9047619047619048,0.5,1.0,1.0,98,0,1
18,6,5,0.9772727272727273,0.9545454545454546,0.6521739130434783,1.0,1.0,109,0,1
18,6,6,0.9807692307692307,0.9615384615384616,0.5555555555555556,1.0,1.0,121,0,1
18,6,7,0.9818181818181818,0.9642857142857143,0.5172413793103449,1.0,1.0,125,0,1
18,6,8,0.9818181818181818,0.9629629629629629,0.5357142857142857,1.0,1.0,126,0,1
18,6,9,1.0,1.0,0.5862068965517241,1.0,1.0,129,0,1
18,6,10,1.0,1.0,0.5862068965517241,1.0,1.0,131,0,1
18,6,11,1.0,1.0,0.5714285714285714,1.0,1.0,132,0,1
18,6,12,1.0,1.0,0.6129032258064516,1.0,1.0,137,0,1
18,6,13,1.0,1.0,0.6,1.0,1.0,138,0,1
19,6,0,1.0,1.0,0.9285714285714286,1.0,1.0,60,0,1
19,6,1,0.9130434782608695,0.8461538461538461,0.6111111111111112,1.0,1.0,72,0,1
19,6,2,0.9565217391304348,0.9090909090909091,0.5625,1.0,1.0,74,0,1
19,6,3,1.0,1.0,0.5882352941176471,1.0,1.0,77,0,1
19,6,4,1.0,1.0,0.5882352941176471,1.0,1.0,79,0,1
19,6,5,1.0,1.0,0.625,1.0,1.0,80,0,1
19,6,6,1.0,1.0,0.6666666666666666,1.0,1.0,81,0,1
19,6,7,1.0,1.0,0.5625,1.0,1.0,84,0,1
19,6,8,1.0,1.0,0.45,1.0,1.0,94,0,1
19,6,9,1.0,1.0,0.5454545454545454,1.0,1.0,102,0,1
19,6,10,1.0,1.0,0.5,1.0,1.0,104,0,1
19,6,11,1.0,1.0,0.5263157894736842,1.0,1.0,105,0,1
19,6,12,1.0,1.0,0.4,1.0,1.0,110,0,1
19,6,13,1.0,1.0,0.38095238095238093,1.0,1.0,113,0,1
20,6,0,1.0,1.0,0.9285714285714286,1.0,1.0,60,0,1
