seed,w,stage,concordance_selfref_at_stage_start,jaccard_A_at_stage_start,agree_frontier_label,agree_past_label,agree_core_label,n_nodes,symdiff_nodes_AB,trunk_common
3,1,3,0.9333333333333333,0.3333333333333333,0.8636363636363636,1.0,1.0,82,0,1
3,1,4,0.9722222222222222,0.0,0.9565217391304348,1.0,1.0,93,0,1
3,1,5,0.925,0.0,1.0,1.0,1.0,100,0,1
3,1,6,0.9534883720930233,0.3333333333333333,0.875,1.0,1.0,106,0,1
3,1,7,0.9782608695652174,0.0,0.96,1.0,1.0,111,0,1
3,1,8,0.9375,0.0,1.0,1.0,1.0,114,0,1
3,1,9,0.96,0.3333333333333333,0.8888888888888888,1.0,1.0,117,0,1
3,1,10,1.0,nan,1.0,1.0,1.0,120,0,1
3,1,11,0.9076923076923077,0.0,1.0,1.0,1.0,138,0,1
3,1,12,0.9696969696969697,0.6666666666666666,0.8235294117647058,1.0,1.0,142,0,1
3,1,13,0.9436619718309859,0.0,0.8947368421052632,1.0,1.0,148,0,1
4,1,0,0.7333333333333333,0.2,0.14285714285714285,nan,nan,60,0,1
4,1,1,0.7272727272727273,0.14285714285714285,0.5,1.0,1.0,70,0,1
4,1,2,1.0,1.0,0.6666666666666666,1.0,1.0,72,0,1
4,1,3,0.8,0.0,0.7058823529411765,1.0,1.0,77,0,1
4,1,4,0.84375,0.0,1.0,1.0,1.0,88,0,1
4,1,5,1.0,1.0,0.75,1.0,1.0,100,0,1
4,1,6,0.875,0.0,0.75,1.0,1.0,104,0,1
4,1,7,0.8780487804878049,0.0,1.0,1.0,1.0,106,0,1
4,1,8,1.0,1.0,0.75,1.0,1.0,108,0,1
4,1,9,0.8837209302325582,0.0,0.75,1.0,1.0,110,0,1
4,1,10,0.875,0.0,0.625,1.0,1.0,116,0,1
4,1,11,0.8775510204081632,0.0,0.7916666666666666,1.0,1.0,118,0,1
4,1,12,0.9019607843137255,0.0,0.8,1.0,1.0,121,0,1
4,1,13,0.9056603773584906,0.0,1.0,1.0,1.0,124,0,1
5,1,0,0.8666666666666667,0.0,0.21428571428571427,nan,nan,60,0,1
5,1,1,0.9333333333333333,0.0,0.6153846153846154,1.0,1.0,61,0,1
5,1,2,0.8,0.0,0.4166666666666667,1.0,1.0,62,0,1
5,1,3,1.0,nan,0.6363636363636364,1.0,1.0,67,0,1
5,1,4,1.0,nan,0.6363636363636364,1.0,1.0,73,0,1
5,1,5,1.0,nan,0.6363636363636364,1.0,1.0,77,0,1
5,1,6,1.0,nan,0.6,1.0,1.0,82,0,1
5,1,7,1.0,nan,0.6,1.0,1.0,86,0,1
5,1,8,0.9642857142857143,0.0,0.7272727272727273,1.0,1.0,89,0,1
5,1,9,0.9655172413793104,0.0,0.6363636363636364,1.0,1.0,91,0,1
5,1,10,0.96875,0.0,0.7692307692307693,1.0,1.0,95,0,1
5,1,11,0.96875,0.0,0.8333333333333334,1.0,1.0,96,0,1
5,1,12,0.9696969696969697,0.0,0.6666666666666666,1.0,1.0,98,0,1
5,1,13,0.9714285714285714,0.0,0.7692307692307693,1.0,1.0,101,0,1
6,1,0,0.9333333333333333,0.6666666666666666,0.42857142857142855,nan,nan,60,0,1
6,1,1,0.8823529411764706,0.0,0.9166666666666666,1.0,1.0,66,0,1
6,1,2,0.9545454545454546,0.0,0.9166666666666666,1.0,1.0,76,0,1
6,1,3,0.8709677419354839,0.2,0.6875,1.0,1.0,90,0,1
6,1,4,1.0,nan,1.0,1.0,1.0,102,0,1
6,1,5,1.0,nan,1.0,1.0,1.0,113,0,1
6,1,6,1.0,nan,1.0,1.0,1.0,125,0,1
6,1,7,1.0,nan,1.0,1.0,1.0,135,0,1
6,1,8,1.0,nan,1.0,1.0,1.0,143,0,1
6,1,9,1.0,nan,1.0,1.0,1.0,149,0,1
6,1,10,1.0,nan,1.0,1.0,1.0,157,0,1
6,1,11,1.0,nan,1.0,1.0,1.0,159,0,1
6,1,12,1.0,nan,1.0,1.0,1.0,163,0,1
6,1,13,1.0,nan,1.0,1.0,1.0,164,0,1
7,1,0,1.0,nan,0.7857142857142857,nan,nan,60,0,1
7,1,1,1.0,1.0,0.7857142857142857,1.0,1.0,66,0,1
7,1,2,1.0,nan,0.8181818181818182,1.0,1.0,73,0,1
