seed,w,stage,n_nodes_A,n_nodes_B,symdiff_nodes_AB,trunk_common,jaccard_A,one_minus_J,concordance,counterfactual_A_symdiff_size,shared_graph_object
4,6,16,130,130,0,1,1.0,0.0,1.0,0,1
4,6,17,132,132,0,1,1.0,0.0,1.0,0,1
4,6,18,135,135,0,1,1.0,0.0,1.0,0,1
4,6,19,139,139,0,1,1.0,0.0,1.0,0,1
5,6,0,60,60,0,1,0.4,0.6,0.6,6,1
5,6,1,61,61,0,1,0.3333333333333333,0.6666666666666667,0.6,6,1
5,6,2,62,62,0,1,0.25,0.75,0.6,6,1
5,6,3,67,67,0,1,0.2857142857142857,0.7142857142857143,0.7058823529411765,5,1
5,6,4,73,73,0,1,0.625,0.375,0.85,3,1
5,6,5,77,77,0,1,0.5555555555555556,0.4444444444444444,0.8181818181818182,4,1
5,6,6,82,82,0,1,0.7142857142857143,0.2857142857142857,0.9166666666666666,2,1
5,6,7,86,86,0,1,0.75,0.25,0.9230769230769231,2,1
5,6,8,89,89,0,1,0.8888888888888888,0.11111111111111116,0.9642857142857143,1,1
5,6,9,91,91,0,1,1.0,0.0,1.0,0,1
5,6,10,95,95,0,1,1.0,0.0,1.0,0,1
5,6,11,96,96,0,1,1.0,0.0,1.0,0,1
5,6,12,98,98,0,1,1.0,0.0,1.0,0,1
5,6,13,101,101,0,1,1.0,0.0,1.0,0,1
5,6,14,103,103,0,1,1.0,0.0,1.0,0,1
5,6,15,106,106,0,1,1.0,0.0,1.0,0,1
5,6,16,108,108,0,1,1.0,0.0,1.0,0,1
5,6,17,110,110,0,1,1.0,0.0,1.0,0,1
5,6,18,114,114,0,1,1.0,0.0,1.0,0,1
5,6,19,115,115,0,1,1.0,0.0,1.0,0,1
6,6,0,60,60,0,1,0.5,0.5,0.7333333333333333,4,1
6,6,1,66,66,0,1,0.75,0.25,0.8823529411764706,2,1
6,6,2,76,76,0,1,0.7272727272727273,0.2727272727272727,0.8636363636363636,3,1
6,6,3,90,90,0,1,0.9333333333333333,0.06666666666666665,0.967741935483871,1,1
6,6,4,102,102,0,1,1.0,0.0,1.0,0,1
6,6,5,113,113,0,1,1.0,0.0,1.0,0,1
6,6,6,125,125,0,1,1.0,0.0,1.0,0,1
6,6,7,135,135,0,1,1.0,0.0,1.0,0,1
6,6,8,143,143,0,1,1.0,0.0,1.0,0,1
6,6,9,149,149,0,1,1.0,0.0,1.0,0,1
6,6,10,157,157,0,1,1.0,0.0,1.0,0,1
6,6,11,159,159,0,1,1.0,0.0,1.0,0,1
6,6,12,163,163,0,1,1.0,0.0,1.0,0,1
6,6,13,164,164,0,1,1.0,0.0,1.0,0,1
6,6,14,167,167,0,1,1.0,0.0,1.0,0,1
6,6,15,169,169,0,1,1.0,0.0,1.0,0,1
6,6,16,171,171,0,1,1.0,0.0,1.0,0,1
6,6,17,172,172,0,1,1.0,0.0,1.0,0,1
6,6,18,175,175,0,1,1.0,0.0,1.0,0,1
6,6,19,178,178,0,1,1.0,0.0,1.0,0,1
7,6,0,60,60,0,1,0.16666666666666666,0.8333333333333334,0.6666666666666666,5,1
7,6,1,66,66,0,1,1.0,0.0,1.0,0,1
7,6,2,73,73,0,1,1.0,0.0,1.0,0,1
7,6,3,87,87,0,1,1.0,0.0,1.0,0,1
7,6,4,100,100,0,1,1.0,0.0,1.0,0,1
7,6,5,110,110,0,1,1.0,0.0,1.0,0,1
7,6,6,112,112,0,1,1.0,0.0,1.0,0,1
7,6,7,115,115,0,1,1.0,0.0,1.0,0,1
7,6,8,117,117,0,1,1.0,0.0,1.0,0,1
7,6,9,118,118,0,1,1.0,0.0,1.0,0,1
7,6,10,121,121,0,1,1.0,0.0,1.0,0,1
7,6,11,123,123,0,1,1.0,0.0,1.0,0,1
7,6,12,125,125,0,1,1.0,0.0,1.0,0,1
7,6,13,128,128,0,1,1.0,0.0,1.0,0,1
7,6,14,129,129,0,1,1.0,0.0,1.0,0,1
7,6,15,132,132,0,1,1.0,0.0,1.0,0,1
7,6,16,133,133,0,1,1.0,0.0,1.0,0,1
7,6,17,135,135,0,1,1.0,0.0,1.0,0,1
7,6,18,136,136,0,1,1.0,0.0,1.0,0,1
7,6,19,139,139,0,1,1.0,0.0,1.0,0,1
8,6,0,60,60,0,1,0.4,0.6,0.8,3,1
8,6,1,65,65,0,1,0.625,0.375,0.8333333333333334,3,1
8,6,2,74,74,0,1,0.7272727272727273,0.2727272727272727,0.8695652173913043,3,1
8,6,3,84,84,0,1,0.625,0.375,0.7857142857142857,6,1
8,6,4,89,89,0,1,1.0,0.0,1.0,0,1
8,6,5,95,95,0,1,1.0,0.0,1.0,0,1
8,6,6,100,100,0,1,1.0,0.0,1.0,0,1
8,6,7,103,103,0,1,1.0,0.0,1.0,0,1
8,6,8,104,104,0,1,1.0,0.0,1.0,0,1
8,6,9,107,107,0,1,1.0,0.0,1.0,0,1
8,6,10,109,109,0,1,1.0,0.0,1.0,0,1
8,6,11,110,110,0,1,1.0,0.0,1.0,0,1
8,6,12,111,111,0,1,1.0,0.0,1.0,0,1
8,6,13,112,112,0,1,1.0,0.0,1.0,0,1
8,6,14,113,113,0,1,1.0,0.0,1.0,0,1
8,6,15,117,117,0,1,1.0,0.0,1.0,0,1
8,6,16,119,119,0,1,1.0,0.0,1.0,0,1
8,6,17,123,123,0,1,1.0,0.0,1.0,0,1
8,6,18,126,126,0,1,1.0,0.0,1.0,0,1
8,6,19,127,127,0,1,1.0,0.0,1.0,0,1
9,6,0,60,60,0,1,0.5,0.5,0.6666666666666666,5,1
9,6,1,71,71,0,1,0.8125,0.1875,0.8636363636363636,3,1
9,6,2,73,73,0,1,0.7142857142857143,0.2857142857142857,0.8181818181818182,4,1
9,6,3,76,76,0,1,0.75,0.25,0.8636363636363636,3,1
9,6,4,77,77,0,1,1.0,0.0,1.0,0,1
9,6,5,80,80,0,1,1.0,0.0,1.0,0,1
9,6,6,82,82,0,1,1.0,0.0,1.0,0,1
9,6,7,84,84,0,1,1.0,0.0,1.0,0,1
9,6,8,86,86,0,1,1.0,0.0,1.0,0,1
9,6,9,87,87,0,1,0.875,0.125,0.9629629629629629,1,1
9,6,10,96,96,0,1,1.0,0.0,1.0,0,1
9,6,11,97,97,0,1,1.0,0.0,1.0,0,1
9,6,12,98,98,0,1,1.0,0.0,1.0,0,1
9,6,13,99,99,0,1,1.0,0.0,1.0,0,1
9,6,14,101,101,0,1,1.0,0.0,1.0,0,1
9,6,15,102,102,0,1,1.0,0.0,1.0,0,1
9,6,16,107,107,0,1,1.0,0.0,1.0,0,1
9,6,17,108,108,0,1,1.0,0.0,1.0,0,1
9,6,18,109,109,0,1,1.0,0.0,1.0,0,1
9,6,19,112,112,0,1,1.0,0.0,1.0,0,1
10,6,0,60,60,0,1,0.3333333333333333,0.6666666666666667,0.4666666666666667,8,1
10,6,1,62,62,0,1,0.16666666666666666,0.8333333333333334,0.375,10,1
10,6,2,66,66,0,1,0.4,0.6,0.6666666666666666,6,1
10,6,3,70,70,0,1,0.4166666666666667,0.5833333333333333,0.6666666666666666,7,1
10,6,4,72,72,0,1,0.5,0.5,0.7272727272727273,6,1
10,6,5,74,74,0,1,0.5454545454545454,0.4545454545454546,0.782608695652174,5,1
10,6,6,87,87,0,1,1.0,0.0,1.0,0,1
10,6,7,105,105,0,1,1.0,0.0,1.0,0,1
10,6,8,121,121,0,1,1.0,0.0,1.0,0,1
10,6,9,130,130,0,1,1.0,0.0,1.0,0,1
10,6,10,138,138,0,1,1.0,0.0,1.0,0,1
10,6,11,146,146,0,1,1.0,0.0,1.0,0,1
10,6,12,149,149,0,1,1.0,0.0,1.0,0,1
10,6,13,153,153,0,1,1.0,0.0,1.0,0,1
10,6,14,155,155,0,1,1.0,0.0,1.0,0,1
10,6,15,159,159,0,1,1.0,0.0,1.0,0,1
10,6,16,160,160,0,1,1.0,0.0,1.0,0,1
10,6,17,162,162,0,1,1.0,0.0,1.0,0,1
10,6,18,164,164,0,1,1.0,0.0,1.0,0,1
10,6,19,166,166,0,1,1.0,0.0,1.0,0,1
11,6,0,60,60,0,1,0.625,0.375,0.8,3,1
11,6,1,61,61,0,1,0.5714285714285714,0.4285714285714286,0.8,3,1
11,6,2,63,63,0,1,0.42857142857142855,0.5714285714285714,0.75,4,1
11,6,3,69,69,0,1,0.75,0.25,0.8947368421052632,2,1
11,6,4,73,73,0,1,0.875,0.125,0.9523809523809523,1,1
11,6,5,74,74,0,1,0.8571428571428571,0.1428571428571429,0.9523809523809523,1,1
11,6,6,76,76,0,1,0.8571428571428571,0.1428571428571429,0.9545454545454546,1,1
11,6,7,79,79,0,1,0.875,0.125,0.9583333333333334,1,1
11,6,8,82,82,0,1,1.0,0.0,1.0,0,1
11,6,9,88,88,0,1,1.0,0.0,1.0,0,1
11,6,10,89,89,0,1,1.0,0.0,1.0,0,1
11,6,11,92,92,0,1,1.0,0.0,1.0,0,1
11,6,12,94,94,0,1,1.0,0.0,1.0,0,1
11,6,13,95,95,0,1,1.0,0.0,1.0,0,1
11,6,14,98,98,0,1,1.0,0.0,1.0,0,1
11,6,15,99,99,0,1,1.0,0.0,1.0,0,1
11,6,16,103,103,0,1,1.0,0.0,1.0,0,1
11,6,17,105,105,0,1,1.0,0.0,1.0,0,1
11,6,18,109,109,0,1,1.0,0.0,1.0,0,1
11,6,19,111,111,0,1,1.0,0.0,1.0,0,1
12,6,0,60,60,0,1,0.6,0.4,0.7333333333333333,4,1
12,6,1,76,76,0,1,0.9,0.09999999999999998,0.9583333333333334,1,1
12,6,2,95,95,0,1,1.0,0.0,1.0,0,1
12,6,3,104,104,0,1,1.0,0.0,1.0,0,1
12,6,4,109,109,0,1,1.0,0.0,1.0,0,1
12,6,5,112,112,0,1,1.0,0.0,1.0,0,1
12,6,6,114,114,0,1,1.0,0.0,1.0,0,1
12,6,7,119,119,0,1,1.0,0.0,1.0,0,1
12,6,8,122,122,0,1,1.0,0.0,1.0,0,1
12,6,9,123,123,0,1,1.0,0.0,1.0,0,1
12,6,10,124,124,0,1,1.0,0.0,1.0,0,1
12,6,11,127,127,0,1,1.0,0.0,1.0,0,1
12,6,12,129,129,0,1,1.0,0.0,1.0,0,1
12,6,13,132,132,0,1,1.0,0.0,1.0,0,1
12,6,14,134,134,0,1,1.0,0.0,1.0,0,1
12,6,15,136,136,0,1,1.0,0.0,1.0,0,1
12,6,16,137,137,0,1,1.0,0.0,1.0,0,1
12,6,17,138,138,0,1,1.0,0.0,1.0,0,1
12,6,18,142,142,0,1,1.0,0.0,1.0,0,1
12,6,19,144,144,0,1,1.0,0.0,1.0,0,1
13,6,0,60,60,0,1,0.2857142857142857,0.7142857142857143,0.6666666666666666,5,1
13,6,1,68,68,0,1,1.0,0.0,1.0,0,1
13,6,2,70,70,0,1,1.0,0.0,1.0,0,1
13,6,3,71,71,0,1,1.0,0.0,1.0,0,1
13,6,4,72,72,0,1,1.0,0.0,1.0,0,1
13,6,5,79,79,0,1,1.0,0.0,1.0,0,1
13,6,6,85,85,0,1,1.0,0.0,1.0,0,1
13,6,7,92,92,0,1,1.0,0.0,1.0,0,1
13,6,8,98,98,0,1,1.0,0.0,1.0,0,1
13,6,9,102,102,0,1,1.0,0.0,1.0,0,1
13,6,10,103,103,0,1,1.0,0.0,1.0,0,1
13,6,11,115,115,0,1,1.0,0.0,1.0,0,1
13,6,12,122,122,0,1,1.0,0.0,1.0,0,1
13,6,13,133,133,0,1,1.0,0.0,1.0,0,1
13,6,14,141,141,0,1,1.0,0.0,1.0,0,1
13,6,15,149,149,0,1,1.0,0.0,1.0,0,1
13,6,16,158,158,0,1,1.0,0.0,1.0,0,1
13,6,17,167,167,0,1,1.0,0.0,1.0,0,1
13,6,18,174,174,0,1,1.0,0.0,1.0,0,1
13,6,19,177,177,0,1,1.0,0.0,1.0,0,1
14,6,0,60,60,0,1,0.7,0.30000000000000004,0.8,3,1
14,6,1,66,66,0,1,0.75,0.25,0.8333333333333334,3,1
14,6,2,72,72,0,1,0.8,0.19999999999999996,0.8636363636363636,3,1
14,6,3,77,77,0,1,0.7272727272727273,0.2727272727272727,0.875,3,1
14,6,4,82,82,0,1,0.7857142857142857,0.2142857142857143,0.8928571428571429,3,1
14,6,5,84,84,0,1,0.7857142857142857,0.2142857142857143,0.896551724137931,3,1
14,6,6,86,86,0,1,1.0,0.0,1.0,0,1
14,6,7,92,92,0,1,1.0,0.0,1.0,0,1
14,6,8,104,104,0,1,1.0,0.0,1.0,0,1
14,6,9,110,110,0,1,1.0,0.0,1.0,0,1
14,6,10,117,117,0,1,1.0,0.0,1.0,0,1
14,6,11,125,125,0,1,1.0,0.0,1.0,0,1
14,6,12,131,131,0,1,1.0,0.0,1.0,0,1
14,6,13,132,132,0,1,1.0,0.0,1.0,0,1
14,6,14,133,133,0,1,1.0,0.0,1.0,0,1
14,6,15,136,136,0,1,1.0,0.0,1.0,0,1
14,6,16,138,138,0,1,1.0,0.0,1.0,0,1
14,6,17,139,139,0,1,1.0,0.0,1.0,0,1
14,6,18,142,142,0,1,1.0,0.0,1.0,0,1
14,6,19,146,146,0,1,1.0,0.0,1.0,0,1
15,6,0,60,60,0,1,0.25,0.75,0.8,3,1
15,6,1,62,62,0,1,0.75,0.25,0.9375,1,1
15,6,2,69,69,0,1,1.0,0.0,1.0,0,1
15,6,3,82,82,0,1,1.0,0.0,1.0,0,1
15,6,4,97,97,0,1,1.0,0.0,1.0,0,1
15,6,5,101,101,0,1,1.0,0.0,1.0,0,1
15,6,6,102,102,0,1,1.0,0.0,1.0,0,1
15,6,7,103,103,0,1,1.0,0.0,1.0,0,1
15,6,8,108,108,0,1,1.0,0.0,1.0,0,1
15,6,9,112,112,0,1,1.0,0.0,1.0,0,1
15,6,10,113,113,0,1,1.0,0.0,1.0,0,1
15,6,11,114,114,0,1,1.0,0.0,1.0,0,1
15,6,12,116,116,0,1,1.0,0.0,1.0,0,1
15,6,13,118,118,0,1,1.0,0.0,1.0,0,1
15,6,14,120,120,0,1,1.0,0.0,1.0,0,1
15,6,15,122,122,0,1,1.0,0.0,1.0,0,1
15,6,16,123,123,0,1,1.0,0.0,1.0,0,1
15,6,17,125,125,0,1,1.0,0.0,1.0,0,1
15,6,18,127,127,0,1,1.0,0.0,1.0,0,1
15,6,19,128,128,0,1,1.0,0.0,1.0,0,1
